Corporate-Credit-Rating,Name STRING,Symbol STRING,Rating_Agency_Name STRING,Date STRING,Sector STRING,currentRatio REAL,quickRatio REAL,cashRatio REAL,daysOfSalesOutstanding REAL,netProfitMargin REAL,pretaxProfitMargin REAL,grossProfitMargin REAL,operatingProfitMargin REAL,returnOnAssets REAL,returnOnCapitalEmployed REAL,returnOnEquity REAL,assetTurnover REAL,fixedAssetTurnover REAL,debtEquityRatio REAL,debtRatio REAL,effectiveTaxRate REAL,freeCashFlowOperatingCashFlowRatio REAL,freeCashFlowPerShare REAL,cashPerShare REAL,companyEquityMultiplier REAL,ebitPerRevenue REAL,enterpriseValueMultiple REAL,operatingCashFlowPerShare REAL,operatingCashFlowSalesRatio REAL,payablesTurnover REAL,
BB,United States Cellular Corporation,USM,Standard  Poor\s Ratings Services,10/6/2016,Public Utilities,2.169916435,1.945682451,0.816155989,60.972328,0.012185834,0.020817466,0.725564864,-0.000761615,0.006751055,0.012828536,0.013208586,0.554008439,1.594736842,0.956521739,0.488888889,0.402439024,1,18.74745882,8.694117647,1.956521739,0.020817466,-1619.833333,18.74745882,0.404552932,3.498381877,
BB,"ACI Worldwide,Inc.",ACIW,Standard  Poor\s Ratings Services,11/26/2013,Technology,1.262621528,0.864103009,0.275054977,85.90874038,0.073841985,0.107707231,0.631743914,0.142263865,0.037974827,0.069716692,0.117470489,0.514271478,15.08235828,2.093377893,0.676728795,0.314419433,0.84753428,2.985468889,2.419111846,3.093377893,0.107707231,7.384392373,3.522534674,0.16003413,7.29568464,
BBB,RPM InternationalInc.,RPM,Fitch Ratings,10/19/2012,Basic Industries,2.383990618,1.397104734,0.415861183,72.03931603,0.057165004,0.086908352,0.408285188,0.086908352,0.060655839,0.117236525,0.182431382,1.061065949,9.018928831,2.007647492,0.667514227,0.287935325,0.757131908,1.742425661,2.465995473,3.007647492,0.086908352,10.65881235,2.301350191,0.078061829,5.709684341,
BBB,RPM InternationalInc.,RPM,Egan-Jones Ratings Company,4/16/2015,Basic Industries,2.200753186,1.287836975,0.355216063,72.88952468,0.066644533,0.071710394,0.428614419,0.066644533,0.066613907,0.091195744,0.210913162,0.999540468,8.213798669,2.166203129,0.684164294,0.377602524,0.662799435,1.424288076,2.571640477,3.166203129,0.071710394,18.32767707,2.148897542,0.063557259,4.756857784,
BBB,RPM InternationalInc.,RPM,Egan-Jones Ratings Company,1/17/2014,Basic Industries,2.032554982,1.218787108,0.370197084,70.47512109,0.024175372,0.043369934,0.41747071,0.043369934,0.023958784,0.055495285,0.082110458,0.991040999,8.283837331,2.427154584,0.708212753,0.378990452,0.752026033,2.148694128,2.664117994,3.427154584,0.043369934,19.75558785,2.857207109,0.090337133,4.968654391,
BBB,RPM InternationalInc.,RPM,Egan-Jones Ratings Company,8/20/2015,Basic Industries,2.324803263,1.252078084,0.193427853,75.96326408,0.052123494,-0.000851226,0.422537354,0.052123494,0.051016565,-0.001031653,0.185446402,0.978763335,7.79204811,2.635023293,0.724898599,-57.51086679,0.741674938,1.886241371,1.344623768,3.635023293,-0.000851226,23.16241366,2.543218428,0.071921733,5.1803247,
BBB,RPM InternationalInc.,RPM,Fitch Ratings,6/15/2012,Basic Industries,2.540456882,1.561119505,0.591619078,76.93886111,0.05590387,0.087246266,0.414232071,0.087246266,0.053785616,0.1061441,0.149670193,0.96210899,8.670786894,1.782717842,0.640639096,0.311418626,0.832780498,1.556792226,3.414448639,2.782717842,0.087246266,9.805873368,1.869390831,0.070424955,5.521263134,
B,"AMAG Pharmaceuticals,Inc.",AMAG,Standard  Poor\s Ratings Services,10/12/2015,Health Care,2.466946702,2.24465987,0.929993778,74.76515507,0.078366916,0.095257677,0.81230336,0.265900984,0.013177848,0.017775509,0.035160641,0.168155753,14.56139252,1.668162666,0.625210257,0.177316534,1,3.049823647,14.81780051,2.668162666,0.095257677,3.609525772,3.049823647,0.229468102,16.00264982,
BB,"AMAG Pharmaceuticals,Inc.",AMAG,Standard  Poor\s Ratings Services,10/10/2016,Health Care,2.296614964,2.146086162,0.876718327,63.36674554,-0.004666495,0.017017766,0.818989609,0.148226525,-0.001001846,0.004181388,-0.002657351,0.214689081,21.75351594,1.652456311,0.622990963,1.274213142,0.97782489,7.00989926,16.8603622,2.652456311,0.017017766,3.854954609,7.168869737,0.462744155,26.14386536,
B,Tutor Perini Corporation,TPC,Moody\s Investors Service,9/14/2012,Basic Industries,1.605683521,0.3009536,0.136158215,13.94839827,-0.064551106,-0.065145054,0.100969215,-0.053949304,-0.08051183,-0.129885459,-0.23202059,1.247257168,8.475599625,1.881819867,0.652997048,0.009117315,1.609345299,-2300.716242,4515.251738,2.881819867,-0.065145054,-3.553409885,-1429.597641,-0.016505771,5.307225119,
BB,Tutor Perini Corporation,TPC,Standard  Poor\s Ratings Services,11/20/2014,Basic Industries,1.819961489,0.286079689,0.099797877,20.56258151,0.024026842,0.0417242,0.112512741,0.053800841,0.028605086,0.077622468,0.079044749,1.190547039,8.514579171,1.763311009,0.638115291,0.424150919,2.323494125,-2.711811705,2.791956674,2.763311009,0.0417242,5.993566596,-1.16712656,-0.012616674,4.994984803,
BB,Tutor Perini Corporation,TPC,Standard  Poor\s Ratings Services,6/10/2016,Basic Industries,1.788173098,0.205905105,0.051198745,16.91241816,0.009204808,0.015006487,0.0724022,0.021423351,0.011204121,0.0287453,0.031890677,1.21720317,9.398733585,1.846334424,0.648670939,0.386611411,-1.552018192,-0.445887181,1.540434046,2.846334424,0.015006487,9.353736774,0.287295074,0.002859888,4.868687224,
B,Tutor Perini Corporation,TPC,Standard  Poor\s Ratings Services,11/3/2016,Basic Industries,1.868243904,0.19291639,0.096187283,10.78366588,0.019268155,0.02998446,0.091933041,0.040602637,0.023726421,0.059180204,0.06170031,1.231380026,10.41207137,1.600489497,0.615457013,0.357395299,0.861094445,1.985615463,2.9725941,2.600489497,0.02998446,7.782753638,2.305920651,0.022789919,4.543071741,
BB,Tutor Perini Corporation,TPC,Standard  Poor\s Ratings Services,9/5/2013,Basic Industries,1.606424713,0.251473639,0.092356021,17.85598581,0.020905857,0.033435337,0.111815296,0.048811784,0.025694656,0.066516528,0.06997479,1.22906496,8.382779423,1.723320789,0.632801246,0.374737671,0.164958208,0.174876178,2.554993626,2.723320789,0.033435337,6.537026767,1.060124135,0.012148464,4.891381846,
BB,Tutor Perini Corporation,TPC,Standard  Poor\s Ratings Services,11/19/2010,Basic Industries,4.955786315,4.609222698,2.398031109,208.296598,0.506048131,0.779695491,1.651858443,0.842494353,0.205694253,0.388441368,0.078827474,0.406471718,4.641461477,0,0,-0.350966965,1.264504545,-0.234208393,6.449356696,0.383226428,0.779695491,7.556197203,-0.185217518,-0.043569033,59.43958121,
BB,Tutor Perini Corporation,TPC,Standard  Poor\s Ratings Services,11/11/2011,Basic Industries,1.399645716,0.267787751,0.146594183,10.46388131,0.023181015,0.036877102,0.106379784,0.045307222,0.023843059,0.061735858,0.061541891,1.028559749,7.563066647,1.581123953,0.61257188,0.371398133,3.186705543,-2.059691695,5.644157879,2.581123953,0.036877102,5.464800122,-0.646338881,-0.008213508,4.226639091,
A,AccenturePLC,ACN,Standard  Poor\s Ratings Services,9/22/2016,Miscellaneous,1.348837089,1.011458596,0.552500393,42.71395425,0.118165758,0.161033007,0.295348213,0.13824047,0.1995192,0.477709615,0.544242145,1.688468836,36.3786023,1.727768276,0.633399945,0.223780296,0.891463712,6.527790062,7.856115759,2.727768276,0.161033007,12.89885538,7.322552758,0.131477659,19.14415363,
A,AccenturePLC,ACN,Standard  Poor\s Ratings Services,9/11/2015,Miscellaneous,1.357140639,0.961549772,0.511095205,42.59335664,0.092773339,0.133999914,0.298022502,0.134769759,0.167172413,0.453112173,0.497834676,1.801944568,41.04636581,1.977971461,0.664200946,0.257733424,0.903469263,5.898408491,6.961099046,2.977971461,0.133999914,11.26689096,6.528621096,0.124326557,20.06592043,
A,AccenturePLC,ACN,Moody\s Investors Service,6/15/2012,Miscellaneous,1.450838408,1.130963808,0.721054047,43.18229257,0.083269995,0.128396631,0.306611537,0.126877049,0.144784385,0.448825234,0.587188908,1.738734171,34.83422585,3.055609364,0.753427929,0.272999998,0.882700577,4.705511662,8.837874107,4.055609364,0.128396631,7.108847961,5.330812947,0.125827142,19.98018962,
A,AccenturePLC,ACN,Standard  Poor\s Ratings Services,9/30/2014,Miscellaneous,1.459221221,1.076659591,0.603243116,44.19627251,0.092283222,0.099638905,0.303829454,0.134919386,0.16405041,0.32499353,0.513168185,1.77768402,40.17256164,2.128112791,0.680318433,0.353198311,0.907670065,4.989173645,7.763766696,3.128112791,0.099638905,9.485363683,5.496681928,0.109368477,20.85099434,
A,AccenturePLC,ACN,Standard  Poor\s Ratings Services,7/24/2012,Miscellaneous,1.552301489,1.199089676,0.818887425,37.76347208,0.085751605,0.094866493,0.301823679,0.130013767,0.153222107,0.330161719,0.61592206,1.78681329,38.20168597,3.019798916,0.751231337,0.382041273,0.912617587,6.040555235,10.32879843,4.019798916,0.094866493,8.599615517,6.618933628,0.14295299,23.00199481,
A,AccenturePLC,ACN,Standard  Poor\s Ratings Services,8/2/2013,Miscellaneous,1.451316323,1.098829431,0.69009826,40.02696527,0.107976812,0.116946952,0.30874801,0.142746572,0.194573336,0.40828106,0.66164414,1.80199186,38.98327508,2.400487199,0.705924492,0.220782334,0.888108181,4.544332893,8.72825267,3.400487199,0.116946952,8.502340226,5.116868631,0.108675957,21.84341442,
BB,Hill-Rom Holdings Inc,HRC,Standard  Poor\s Ratings Services,7/21/2015,Health Care,1.971319972,1.320836213,0.333102972,90.81857962,0.02399155,0.032743185,0.442762298,0.0417966,0.010700826,0.016783541,0.041590374,0.446024767,5.25422833,2.886650972,0.742709081,0.281105991,0.432647334,1.615748747,4.712746074,3.886650972,0.032743185,25.12096279,3.734563049,0.107534453,8.12839325,
BB,Hill-Rom Holdings Inc,HRC,Standard  Poor\s Ratings Services,11/1/2016,Health Care,1.633851729,1.128340631,0.350596406,70.8087903,0.046738475,0.035590539,0.473410666,0.086735462,0.029115053,0.026249271,0.101124511,0.622935435,7.586285714,2.47327249,0.712087087,0.164021164,0.703769559,3.029097087,3.554099766,3.47327249,0.035590539,12.59980621,4.304103592,0.105905393,10.28088235,
BBB,Hill-Rom Holdings Inc,HRC,Standard  Poor\s Ratings Services,6/17/2015,Health Care,1.761926294,1.246212978,0.224508252,88.97159125,0.035940929,0.06832335,0.462546705,0.072712176,0.034587067,0.087952359,0.075139492,0.962330917,6.447801147,1.172473652,0.539695223,0.473958333,0.701854494,2.564503518,2.435930849,2.172473652,0.06832335,12.82032948,3.653896273,0.124725698,8.040816327,
BBB,Embraer S.A.,ERJ,Moody\s Investors Service,6/15/2012,Capital Goods,1.819299605,1.089557497,0.474844983,62.47526291,0.019271616,0.04127165,0.224973666,0.054896476,0.012612022,0.054822555,0.0371097,0.654435115,3.992622725,1.905662887,0.647654458,0.533054393,-0.148510727,-0.096290839,2.837946257,2.94240681,0.056899618,34.59821093,0.64837632,0.082905939,4.065307971,
BBB,Embraer S.A.,ERJ,Standard  Poor\s Ratings Services,4/19/2016,Capital Goods,2.081417998,1.291877678,0.702993118,73.35588131,0.011673217,0.054756161,0.187463099,0.055970716,0.005929988,0.040458255,0.018493773,0.507999486,2.923991319,2.091453311,0.670619992,0.786814541,0.168115942,0.197286841,3.793485795,3.118686194,0.058619119,36.53363675,1.173516552,0.145493497,3.527240773,
BBB,DCP Midstream LP,DCP,Egan-Jones Ratings Company,9/23/2014,Public Utilities,0.981697171,0.873544093,0.041597338,10.62328391,0.116144975,0.121636463,0.232564525,0.124656782,0.073706221,0.086220319,0.141329769,0.634605332,1.088138632,0.917474106,0.478480572,0.013544018,0.354961832,1.744840525,3.930581614,1.917474106,0.121636463,11.14662766,4.915572233,0.143876991,14.26020408,
BB,DCP Midstream LP,DCP,Egan-Jones Ratings Company,11/13/2015,Public Utilities,1.53,1.305,0.01,14.03846154,0.120126449,0.120126449,0.343519494,0.077449947,0.041628629,0.043206367,0.082251082,0.346540077,0.546029919,0.975829726,0.493883513,-0.021929825,0.567692308,3.219895288,1.640488656,1.975829726,0.120126449,17.12749813,5.671902269,0.342465753,12.71428571,
BB,"Tempur Sealy International,Inc.",TPX,Standard  Poor\s Ratings Services,9/20/2016,Consumer Durables,1.231192661,0.752293578,0.119266055,40.27022705,0.118004477,0.090502079,0.418612088,0.132715062,0.136565507,0.131200742,-24.6,1.157290896,7.409952607,-180.4666667,1.001850481,-0.303886926,0.624242424,1745762.712,1101694.915,-180.1333333,0.090502079,0.37910386,2796610.169,0.05276623,8.296803653,
BB,"Tempur Sealy International,Inc.",TPX,Standard  Poor\s Ratings Services,2/26/2016,Consumer Durables,1.134642356,0.746143058,0.214586255,43.90193589,0.10314186,0.063471914,0.396064741,0.098064107,0.122410546,0.102986612,1.120689655,1.186817326,8.728531856,8.110344828,0.885875706,-0.625,0.722222222,2770491.803,2508196.721,9.155172414,0.063471914,0.26579916,3836065.574,0.074262139,7.15037594,
B,"Comstock Resources,Inc.",CRK,Standard  Poor\s Ratings Services,5/20/2016,Energy,1.632239866,1.574310489,1.399979106,22.03835244,-4.148247776,-4.76010015,1,-4.617877998,-0.875619016,-1.092192741,6.114219482,0.211081657,0.24308276,-7.982739492,1.143210269,0.12853771,-7.781825434,-5.077179971,2.937392926,-6.982739492,-4.76010015,-1.809862105,0.652440743,0.119189294,0,
CCC,"Comstock Resources,Inc.",CRK,Standard  Poor\s Ratings Services,9/20/2016,Energy,0.98326191,0.92951465,0.718636527,40.17355696,-0.769091551,-0.72829044,1,-1.046008674,-0.151857454,-0.160323591,0.498154968,0.197450426,0.220000451,-4.280411695,1.304839786,-0.056023131,3.420094403,-6.918918919,5.618893341,-3.280411695,-0.72829044,-45.91815868,-2.023019865,-0.135043766,0,
B,"Comstock Resources,Inc.",CRK,Standard  Poor\s Ratings Services,4/30/2015,Energy,0.37748426,0.215328265,0.012770471,21.59440845,-0.102859891,-0.147326068,1,-0.057761544,-0.025111054,-0.038728017,-0.065624311,0.244128729,0.252587949,1.613363408,0.617351342,0.301821516,-0.58307314,-5.022944551,0.044492663,2.613363408,-0.147326068,5.733992766,8.614604593,0.722193105,0,
B,"Post Holdings,Inc.",POST,Standard  Poor\s Ratings Services,5/13/2015,Consumer Non-Durables,2.34468167,1.311983074,0.516253126,62.62722409,-0.14234167,-0.177056115,0.25764174,-0.086143254,-0.04439213,-0.059199578,-0.150315347,0.311870238,2.898305085,2.386080939,0.704673332,0.196064652,0.36919716,1.702770781,6.76070529,3.386080939,-0.177056115,-97.29963391,4.61209068,0.075940442,7.955111111,
B,"Post Holdings,Inc.",POST,Standard  Poor\s Ratings Services,12/14/2016,Consumer Non-Durables,3.275867508,2.411041009,1.803785489,27.95516034,-0.000656481,-0.005987905,0.307830031,0.108558128,-0.000352542,-0.003449224,-0.001096856,0.537016858,3.711458949,2.111280994,0.678588979,0.890365449,0.758160828,5.536337209,16.62209302,3.111280994,-0.005987905,10.19564463,7.302325581,0.099944299,13.15960666,
B,"Post Holdings,Inc.",POST,Standard  Poor\s Ratings Services,8/10/2015,Consumer Non-Durables,2.91603928,1.976432079,1.377086743,28.75586248,-0.024805301,-0.035992427,0.252656942,0.045759649,-0.01250488,-0.019432248,-0.03874328,0.504121296,3.48649865,2.098252688,0.67723743,0.310818888,0.761071745,6.061728395,14.83950617,3.098252688,-0.035992427,14.05042937,7.964726631,0.097155888,13.09879336,
B,"Post Holdings,Inc.",POST,Standard  Poor\s Ratings Services,5/20/2014,Consumer Non-Durables,4.576027397,3.323287671,2.753424658,29.36659897,0.014698772,0.021564646,0.410888695,0.104245237,0.004375612,0.006701124,0.0101428,0.297685532,2.661776062,1.318030161,0.568599229,0.31838565,0.724832215,2.642201835,12.29357798,2.318030161,0.021564646,13.09645179,3.645259939,0.115269316,7.901426719,
BB,"Ascena Retail Group,Inc.",ASNA,Standard  Poor\s Ratings Services,6/26/2015,Consumer Services,1.461623675,0.440101282,0.248298781,6.918131341,0.027846199,0.042479021,0.555254039,0.044002839,0.042704398,0.081664593,0.076768142,1.533580895,4.313524221,0.797663578,0.443722389,0.320884521,-0.274352816,-0.640099626,1.166251557,1.797663578,0.042479021,6.810367266,2.333125778,0.078215672,8.414691943,
BB,"Ascena Retail Group,Inc.",ASNA,Standard  Poor\s Ratings Services,6/3/2016,Consumer Services,1.32353351,0.452556779,0.335237564,5.380499282,-0.049303546,-0.050094734,0.555747569,-0.048907951,-0.081215489,-0.109463148,-0.155984454,1.647254519,4.105042735,0.920624465,0.479336009,0.015793849,0.275446325,0.730627306,1.562115621,1.920624465,-0.050094734,-104.3902532,2.652521525,0.089799913,8.935092127,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,2/20/2015,Consumer Services,5.657665912,5.345132596,4.79394323,31.78260435,0.002097352,0.011818328,0.579232269,0.141840985,0.001046241,0.006399779,0.009511421,0.498838896,1.053337251,8.091044705,0.890001641,0.822533957,0.178161706,0.28223083,6.241217967,9.091044705,0.011818328,12.66485937,1.584127342,0.192224798,12.03379243,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,1/28/2016,Consumer Services,3.647669221,3.400513758,2.954705097,27.73658327,0.012111797,0.031447132,0.568294602,0.131201235,0.007386665,0.021403844,-0.398989487,0.60987363,1.122448186,-55.01483172,1.018513434,0.614852108,0.575439392,1.074367832,4.53545983,-54.01483172,0.031447132,11.57443577,1.867039078,0.207327934,14.07225224,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,11/28/2016,Consumer Services,4.824157378,4.533992019,4.039270832,27.44074737,0.033405684,0.054285075,0.565750727,0.143302752,0.020231958,0.03621009,-0.280335749,0.605644186,1.235755902,-14.85608593,1.072170453,0.384624897,0.581038651,1.405252319,6.144890423,-13.85608593,0.054285075,12.34965629,2.4185178,0.24159096,16.80079647,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,2/29/2012,Consumer Services,5.712162699,5.502079719,4.978931087,29.90371522,0.024687398,0.018271686,0.567397709,0.119495908,0.012619405,0.010152635,0.045987524,0.511167889,0.991953971,2.644191194,0.725590688,-0.351128628,0.395151291,0.663073891,5.272342694,3.644191194,0.018271686,5.764236949,1.678025369,0.248163666,9.307697725,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,4/1/2014,Consumer Services,2.465454368,2.334780854,2.121633471,32.12613405,0.162909256,0.020078798,0.568292914,0.132634441,0.075074725,0.01142774,0.292978521,0.460837689,1.019889036,2.902492093,0.743753485,-7.113496493,0.400972499,0.711226425,6.606604368,3.902492093,0.020078798,14.91219644,1.77375363,0.235218217,10.65576678,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,2/16/2011,Consumer Services,2.127676428,1.919947192,1.351008161,32.84246211,-0.006396726,-0.001928509,1,0.057760349,-0.004480156,-0.001518943,-0.011100059,0.700382608,0.346645155,1.477605549,0.596384501,-2.316929134,0.26190243,0.419412358,1.260992827,2.477605549,-0.001928509,7.563499628,1.601406895,0.271346463,0,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,2/20/2013,Consumer Services,5.435890993,5.243042134,4.779377658,27.62490812,-0.013411237,-0.01104195,0.546832065,0.097699173,-0.00700871,-0.006308682,-0.026605499,0.522599834,1.018632602,2.796062061,0.736569112,-0.214571429,0.445392342,0.782294234,5.433062673,3.796062061,-0.01104195,10.00083552,1.756415995,0.252207601,9.749015882,
BBB,Alleghany Corporation,Y,Moody\s Investors Service,1/27/2016,Finance,0.742617316,0.742617316,0.221532723,54.90925153,0.112074701,0.151489415,1,0.151489415,0.02452538,0.036586103,0.074167668,0.218830654,49.35026553,2.024119003,0.669325182,0.257699031,0.91638086,18.82168514,52.99439766,3.024119003,0.151489415,9.234996258,20.5391513,0.065202407,0,
BBB,Alleghany Corporation,Y,Moody\s Investors Service,6/15/2012,Finance,2.172334896,2.172334896,0.138603547,54.64979421,0.145901,0.194367293,1,0.194367293,0.022113157,0.032529182,0.048963368,0.151562753,54.83284932,1.214218794,0.548373448,0.249354161,0.9315364,9.904073659,134.1206635,2.214218794,0.194367293,12.58495318,10.63197709,0.095373265,0,
BBB,Alleghany Corporation,Y,Moody\s Investors Service,9/2/2014,Finance,10.14945246,10.14945246,0.316345613,47.7090276,0.129828707,0.161853386,1,0.129828707,0.028916786,0.039246386,0.090887207,0.222730295,58.84387583,2.143060454,0.681838764,0.297332502,0.882823335,20.06036066,1141.999019,3.143060454,0.161853386,9.804989094,22.72296151,0.07125241,0,
BBB,TechnipFMCPLC,FTI,Standard  Poor\s Ratings Services,4/26/2016,Energy,0.946754629,0.734411577,0.414144854,79.00575319,0.001255241,0.01315388,0.130475335,0.02384958,0.000957708,0.041166899,0.002885748,0.762967298,4.050254379,2.011308527,0.667503109,0.904572565,0.5351992,0.803271365,6.881836675,3.013182259,0.026133422,24.24723594,1.500882969,0.061044814,3.655971911,
B,Eldorado Gold Corporation,EGO,Moody\s Investors Service,3/31/2016,Basic Industries,0.671979069,0.464061372,0.341177237,46.40232638,-2.447071948,-2.721310744,0.301167651,-2.721310744,-0.305562428,-0.403038801,-0.438507965,0.124868592,0.141601543,0,0,0.100774524,1,62.76008741,427.7504724,1.435084699,-2.721310744,0.153135668,62.76008741,0.066895239,1.983869537,
BB,Eldorado Gold Corporation,EGO,Standard  Poor\s Ratings Services,9/21/2016,Basic Industries,12.04095695,10.70883634,9.739385921,45.81404673,-0.795307434,-0.665421848,0.377076078,0.15206123,-0.071729223,-0.059098439,-0.098817921,0.09019056,0.11869104,0.352158597,0.255622281,-0.195192849,5.42948013,4.306042977,6.398593801,1.377652198,-0.642874145,-8.257629641,0.793085687,0.262666762,2.971787663,
BB,Eldorado Gold Corporation,EGO,Standard  Poor\s Ratings Services,9/9/2014,Basic Industries,4.213941459,3.102743031,2.480793813,40.32982052,0.096083057,0.209641548,0.345466191,0.240518064,0.013877738,0.035127148,0.019379619,0.144434812,0.179069191,0.342940322,0.245579444,0.541679322,-0.448915633,-0.88798545,3.531242758,1.396453696,0.236590726,11.72298676,1.978067559,0.265329399,3.784139634,
BB,Eldorado Gold Corporation,EGO,Standard  Poor\s Ratings Services,8/16/2013,Basic Industries,3.193980311,3.193980311,2.773877958,33.40702968,-0.666323734,-0.518248602,0.505713266,-0.518248602,-122.8005671,2.439504039,-0.124405945,184.2956522,0.171509234,0,0,-0.285722203,1,3.12E-06,-0.01767862,0.001013073,-0.518248602,2105.339014,3.12E-06,-0.000106675,2.279462267,
B,Iron Mountain Incorporated,IRM,Moody\s Investors Service,12/18/2014,Consumer Services,1.07118062,2.678308137,0.146991605,70.74356744,0.104602666,0.105512313,0.568708016,0.176180593,0.049635011,0.057573973,0.380822206,0.474510003,1.222276237,6.672451261,0.869663558,-0.29570914,0.161914206,0.392143508,8.656059566,7.672451261,0.105512313,13.41132828,2.421921568,0.151698066,6.623365876,
B,Iron Mountain Incorporated,IRM,Moody\s Investors Service,6/15/2012,Consumer Services,1.077052637,3.035077677,0.211824082,65.79933579,0.131202974,0.117059624,1,0.189471069,0.065472787,0.067966969,0.317525737,0.499019078,1.252430016,3.849736049,0.793803211,0.301751204,0.624888291,1.974463104,10.43965663,4.849736049,0.117059624,9.680101934,3.159705715,0.204145483,7.962604153,
BB,Hilton Worldwide HoldingsInc.,HLT,Egan-Jones Ratings Company,11/20/2014,Consumer Services,1.107221976,0.897208684,0.250775366,29.33346029,0.064083032,0.109217292,1,0.15930299,0.025760766,0.048055975,0.141624579,0.401990431,1.403447815,4.497685185,0.818105263,0.405405405,0.756222548,1.048730964,1.198984772,5.497685185,0.109217292,26.6855168,1.38680203,0.130070463,0,
BB,Hilton Worldwide HoldingsInc.,HLT,Egan-Jones Ratings Company,11/11/2015,Consumer Services,1.047831374,0.853263073,0.246858533,28.36586231,0.124556423,0.13271824,1,0.183729595,0.05459636,0.064346854,0.234586466,0.438326334,1.23610045,3.296741855,0.767265516,0.053475936,0.75107604,1.061866126,1.246450304,4.296741855,0.13271824,16.15505177,1.413793103,0.123669269,0,
B,Axalta Coating Systems Ltd.,AXTA,Moody\s Investors Service,4/9/2015,Basic Industries,1.978345833,1.082602725,0.403612549,53.0523739,0.006239326,0.008379825,0.340270978,0.084139816,0.004382037,0.006935414,0.026227625,0.702325358,2.90040288,4.985258926,0.832922851,0.057065217,0.249801114,0.273877017,1.686000872,5.985258926,0.008379825,13.15851116,1.096380288,0.057246954,5.858847321,
BBB,Bed Bath  BeyondInc.,BBBY,Standard  Poor\s Ratings Services,1/12/2016,Consumer Services,2.10204506,0.507322612,0.45070395,0,0.080587477,0.126572908,0.388831796,0.130819794,0.141659268,0.31223787,0.349036705,1.757832269,7.086047593,1.463917191,0.594142204,0.363311799,0.721180961,4.581675676,5.280034716,2.463917191,0.126572908,8.302698415,6.35301807,0.099808975,6.279486288,
BBB,Bed Bath  BeyondInc.,BBBY,Moody\s Investors Service,7/14/2014,Consumer Services,2.073203805,0.465144604,0.199197917,0,0.088864159,0.140251407,0.396870365,0.140350504,0.160837743,0.357267618,0.259379741,1.809928142,7.281892564,0.612679564,0.379914012,0.366393814,0.77068883,5.059114423,4.061729391,1.612679564,0.140251407,7.91770354,6.564406056,0.120235609,6.28096496,
BBB,Bed Bath  BeyondInc.,BBBY,Standard  Poor\s Ratings Services,7/25/2016,Consumer Services,2.049009627,0.322280389,0.276117233,0,0.069522212,0.109670968,0.381721178,0.11689658,0.129480962,0.286599024,0.328765716,1.862440183,7.016571181,1.539104683,0.606160389,0.366083717,0.675558001,4.188420711,3.686028777,2.539104683,0.109670968,5.338941528,6.199942422,0.083624707,6.79733196,
BB,Unisys Corporation,UIS,Egan-Jones Ratings Company,2/14/2014,Technology,1.503512881,1.290886027,0.62431694,72.13409518,0.031390135,0.063474613,0.2454506,0.063503544,0.043227092,0.147724212,-0.154889365,1.377091633,19.78534631,-4.583154889,1.279083665,0.452597995,0.405016009,1.728968769,14.57436388,-3.583154889,0.063474613,3.464399499,4.268889952,0.054216693,10.57194974,
BB,Unisys Corporation,UIS,Egan-Jones Ratings Company,9/4/2015,Technology,1.170221535,0.975579598,0.376300876,70.40695168,-0.036449869,-0.019501841,0.179397035,-0.018274684,-0.051278462,-0.050140701,0.079081816,1.406821575,19.60403121,-2.542203353,1.648422919,-0.755102041,-92.08333333,-2.214206993,7.317904018,-1.542203353,-0.019501841,2.9709368,0.024045687,0.000397997,11.28226174,
BB,Unisys Corporation,UIS,Egan-Jones Ratings Company,10/27/2014,Technology,1.320336775,1.116167185,0.495439511,67.34730664,0.013913717,0.043350018,0.231736384,0.046150638,0.01988334,0.107698001,-0.031986301,1.429045855,19.89567279,-2.60869863,1.621620471,0.592439863,-0.045304778,-0.111607143,10.03043831,-1.60869863,0.043350018,2.505132612,2.463474026,0.036169706,9.823238095,
B,Unisys Corporation,UIS,Moody\s Investors Service,8/16/2012,Technology,1.467921964,1.286809667,0.636319519,66.00016188,0.039283402,0.06855709,0.262653788,0.086121304,0.060155346,0.182792605,-0.090988626,1.531317138,21.01133787,-2.51256093,1.661130392,0.38292011,0.63069269,3.757067299,14.94619734,-1.51256093,0.06855709,1.030259214,5.957049061,0.070499676,11.95494313,
BB,Unisys Corporation,UIS,Moody\s Investors Service,6/15/2012,Technology,1.436609623,1.243526566,0.640534002,63.74098293,0.03126784,0.053453734,0.256110852,0.084228554,0.046129699,0.137691331,-0.091419467,1.475308169,20.14532148,-2.981791973,1.504593829,0.314563107,0.703972257,5.17557075,16.5697068,-1.981791973,0.053453734,1.001563439,7.351952718,0.082308371,11.86589404,
