Corporate-Credit-Rating,Name STRING,Symbol STRING,Rating_Agency_Name STRING,Date STRING,Sector STRING,currentRatio REAL,quickRatio REAL,cashRatio REAL,daysOfSalesOutstanding REAL,netProfitMargin REAL,pretaxProfitMargin REAL,grossProfitMargin REAL,operatingProfitMargin REAL,returnOnAssets REAL,returnOnCapitalEmployed REAL,returnOnEquity REAL,assetTurnover REAL,fixedAssetTurnover REAL,debtEquityRatio REAL,debtRatio REAL,effectiveTaxRate REAL,freeCashFlowOperatingCashFlowRatio REAL,freeCashFlowPerShare REAL,cashPerShare REAL,companyEquityMultiplier REAL,ebitPerRevenue REAL,enterpriseValueMultiple REAL,operatingCashFlowPerShare REAL,operatingCashFlowSalesRatio REAL,payablesTurnover REAL,
B,Oshkosh Corporation,OSK,Moody\s Investors Service,2/6/2014,Capital Goods,1.849351778,0.545737669,0.531252263,0,0.041486739,0.041264954,0.155483947,0.065974351,0.066726819,0.093441654,0.150868204,1.608389114,21.16261734,1.260983015,0.557714502,0.416376857,0.894977169,4.468413226,8.589156545,2.260983015,0.041264954,7.666550989,4.992767839,0.057142112,12.17472259,
BBB,Hyatt Hotels Corporation,H,Moody\s Investors Service,2/29/2016,Consumer Services,1.01535682,0.522131888,0.412827462,0,0.028650647,0.044824399,1,0.044824399,0.016324381,0.029896748,0.031069907,0.569773565,1.073678988,0.903282385,0.47459189,0.360824742,0.5,1.88355739,4.047197663,1.903282385,0.044824399,12.53322781,3.76711478,0.124306839,0,
BBB,Westrock Company,WRK,Standard  Poor\s Ratings Services,7/6/2015,Consumer Durables,1.916651368,0.821782633,0.098724068,51.68821013,0.045582842,0.066527039,0.192210197,0.076630591,0.019986284,0.037622448,0.043521173,0.43846069,1.214524335,1.166214662,0.535562265,0.314822321,0.537470921,2.470513331,0.821467642,2.177551966,0.078437365,12.02915257,4.596552551,0.108190709,7.297791132,
CCC,Ryerson Holding Corporation,RYI,Moody\s Investors Service,5/11/2016,Basic Industries,3.036743744,1.166297118,0.200190054,35.14934327,-0.000157868,0.000599899,0.179243496,0.034288962,-0.000321295,0.00153164,0.003531073,2.035213983,7.912065951,-11.99011299,1.090990875,1.947368421,0.913932844,7.386666144,1.971441302,-10.99011299,0.000599899,7.089003561,8.082285464,0.081807275,12.60058168,
A,Intel Corporation,INTC,Fitch Ratings,11/23/2015,Technology,2.575860088,1.453820131,0.977085594,31.56453798,0.20630476,0.256742842,0.626483606,0.252949146,0.110803862,0.162612417,0.186952607,0.537088245,1.737554147,0.687239093,0.407315772,0.196453701,0.608455592,2.440109658,3.793757908,1.687239093,0.256742842,6.503993308,4.010333193,0.343546202,10.02229762,
BBB,Enel Americas S.A.,ENIA,Moody\s Investors Service,10/13/2016,Public Utilities,1.249517021,1.332037627,0.703657036,101.3464102,0.074123771,0.143663228,0.493859798,0.363028228,0.033617063,0.143607591,0.091375878,0.453526078,0.993426105,1.447139138,0.532400552,0.484044927,0.715236953,1.55193916,2.544256213,2.718139813,0.244827599,5.870102586,2.169825193,0.331325984,1.227430186,
BB,"Sonic Automotive,Inc.",SAH,Standard  Poor\s Ratings Services,6/30/2015,Consumer Durables,1.074045268,0.002539153,0.002539153,0,0.010570398,0.017584567,0.148514222,0.025400727,0.030541275,0.105282174,0.145814272,2.889321062,11.50616838,4.774334876,1,-0.390584133,0.088502957,273.0817248,80.32267358,4.774334876,0.017584567,2.533758051,3085.566119,0.017467464,-59.1457951,
BB,Brookfield Renewable Partners L.P.,BEP,Standard  Poor\s Ratings Services,5/19/2016,Public Utilities,0.481927711,0.481927711,0.209638554,70.17506143,0.02027027,-0.016584767,0.660933661,0.253071253,0.0016917,0.022012923,0.003765834,0.08345722,0.088680684,1.226064133,0.550776644,2.222222222,0.758503401,3.11111738,2.001997058,2.226064133,0.246928747,10.72763521,4.10165251,0.361179361,1.586206897,
B,"Advanced Disposal Services,Inc.",ADSW,Standard  Poor\s Ratings Services,10/20/2016,Public Utilities,0.661429452,0.568083795,0.003696858,47.606436,-0.021643172,-0.039940196,0.383810337,0.093905738,-0.009021039,-0.01842183,-0.036648583,0.41680762,0.859924085,3.062567812,0.753850263,0.458110517,0.278481013,0.950148884,0.017275434,4.062567812,-0.039940196,8.694471764,3.411898265,0.168731311,10.00578035,
BBB,ZoetisInc.,ZTS,Standard  Poor\s Ratings Services,1/30/2015,Health Care,3.190607735,1.814917127,0.812154696,74.75444096,0.12183908,0.171368861,0.641170324,0.171368861,0.088239746,0.148523818,0.444698703,0.724231875,3.630500759,4.039664378,0.801574088,0.284146341,0.712460064,0.890121843,1.977826785,5.039664378,0.171368861,23.6114064,1.249363842,0.130825496,5.920689655,
BBB,Phillips 66 Partners LP,PSXP,Standard  Poor\s Ratings Services,10/11/2016,Energy,0.900900901,10.99099099,0.018018018,894.8387097,13.16129032,13.22580645,1,13.22580645,0.099294232,0.102551276,0.260536398,0.007544415,0.011588785,1.623882503,0.618885374,0.004878049,1,5.165902052,12.01177225,2.623882503,13.22580645,15.28054954,5.165902052,15.87096774,0,
BBB,Lam Research Corporation,LRCX,Moody\s Investors Service,3/5/2015,Technology,3.023804663,1.516930141,0.918252896,63.42636016,0.137236074,0.016946118,0.435716597,0.147085642,0.079102314,0.012177864,0.125710201,0.576395924,8.477171865,0.589210167,0.370756606,1.166478816,0.797080813,3.469360997,9.70717065,1.589210167,0.016946118,11.18357863,4.352583753,0.15563293,11.6315594,
BBB,STMicroelectronics N.V.,STM,Moody\s Investors Service,3/15/2013,Technology,2.153424658,1.367123288,0.880626223,43.19145178,-0.257623926,-0.25161898,0.32768162,-0.245025315,-0.209699061,-0.271227313,-0.351485944,0.813973548,2.439816145,0.653815261,0.390070922,0.023865232,1,0.690744921,2.808126411,1.676144578,-0.25161898,-6.551868583,0.690744921,0.072059343,7.164366374,
B,Columbus McKinnon Corporation,CMCO,Moody\s Investors Service,6/15/2012,Capital Goods,2.752406445,1.915446386,0.841221855,54.14702375,-0.068598361,0.009664832,0.233011172,0.035438352,-0.075072253,0.013203617,-0.221713764,1.094373862,8.828588275,1.953338349,0.661400124,8.175913129,1,0.172205597,5.498556203,2.953338349,0.009664832,10.20829113,0.172205597,0.006258766,10.81271857,
A,"Cardinal Health,Inc.",CAH,Standard  Poor\s Ratings Services,3/20/2013,Health Care,1.235360519,0.160434599,0.160434599,0,0.009939378,0.014076912,0.042221437,0.016661708,0.044064303,0.150109062,0.171204356,4.433305853,69.34364926,2.885329917,0.742621599,0.414795244,0.776360544,2.646376812,6.591304348,3.885329917,0.014076912,7.350944733,3.408695652,0.010934246,8.784837114,
BB,E.W. Scripps Company (The),SSP,Standard  Poor\s Ratings Services,10/31/2014,Consumer Services,2.442878592,2.338907967,1.177801067,57.35679487,0.012115278,0.014100162,0.087389019,0.033526721,0.010195298,0.013642948,0.02031543,0.841524075,2.530855677,0.99262748,0.498150051,0.165823405,0.813747489,1.473980334,3.16114089,1.99262748,0.014100162,13.12017364,1.81134855,0.117430397,37.7604742,
A,Progressive Corporation (The),PGR,Moody\s Investors Service,6/15/2012,Finance,2.337690151,2.337690151,0.024518913,68.95602943,0.065481909,0.095885376,1,0.065481909,0.046487036,0.095968918,0.174884186,0.709921812,17.01755734,2.76199907,0.734183879,0.317081372,0.947326257,2.244187885,18.84390321,3.76199907,0.095885376,13.64027174,2.368970425,0.096588235,0,
AA,"United Parcel Service,Inc.",UPS,Standard  Poor\s Ratings Services,8/28/2012,Transportation,1.858283671,1.672824791,0.873301549,41.20891607,0.01490938,0.017994716,1,0.024812016,0.020765252,0.031962721,0.173436493,1.392764326,3.024868671,7.352245863,0.880271724,0.171457906,0.701635255,5.273958333,8.254166667,8.352245863,0.017994716,26.09303343,7.516666667,0.13331609,1.795434592,
BBB,Gamestop Corporation,GME,Standard  Poor\s Ratings Services,9/22/2014,Consumer Services,1.129548088,0.310660487,0.310660487,0,0.039183583,0.062923834,0.294385751,0.063443775,0.086571834,0.240466729,0.157324332,2.209390429,18.98257035,0.817269255,0.449723811,0.377285513,0.835321883,5.445299145,4.582905983,1.817269255,0.062923834,5.146247137,6.518803419,0.084374136,8.136752137,
B,"Builders FirstSource,Inc.",BLDR,Standard  Poor\s Ratings Services,7/22/2016,Consumer Services,1.611217482,0.847277782,0.019145432,32.62944138,0.022669163,0.003403178,0.250773799,0.037117239,0.049603644,0.010054334,0.466187585,2.188155073,9.704731436,8.398252697,0.893597243,-5.66117495,0.730374715,1.043438612,0.634108023,9.398252697,0.003403178,8.45624801,1.428634632,0.024849999,11.64229706,
CCC,"SEACOR Holdings,Inc.",CKH,Moody\s Investors Service,3/14/2016,Transportation,4.435936251,4.133118505,2.647926659,55.04954794,-0.065212527,-0.029199724,0.290244194,0.020028709,-0.021592764,-0.010316693,-0.054124109,0.33111374,0.666026364,1.506585512,0.601050914,0.36892006,-0.728997353,-7.15189844,38.30125832,2.506585512,-0.029199724,8.648613423,9.810595893,0.16227473,10.40422782,
BB,AECOM,ACM,Standard  Poor\s Ratings Services,10/20/2014,Consumer Services,1.398386005,1139.541703,0.233811894,115961.6374,0.027505082,0.037668562,0.048245359,0.042227015,0.03753713,0.085829238,0.105123354,1.364734361,29.63618922,1.800516529,0.642923015,0.260569018,0.825713692,3.062688993,1475.68745,2.800516529,0.037668562,7.874047194,3.709141588,0.043153568,7.595443845,
BBB,Graham Holdings Company,GHC,Moody\s Investors Service,8/10/2012,Consumer Services,1.29075741,1.210247664,0.454974136,36.2673083,0.032883129,0.030020014,1,0.035973988,0.025878788,0.030313289,0.051087227,0.786992889,3.715793115,0.974096568,0.493439168,0.593648951,0.543192362,35.21997283,130.9620924,1.974096568,0.030020014,4.342020382,64.8388587,0.118779297,0,
BBB,Flex Ltd.,FLEX,Fitch Ratings,6/15/2012,Technology,1.325858908,0.641111178,0.256038756,33.46647681,0.020788722,0.0220495,0.055262557,0.021464387,0.051251716,0.131629665,0.259824831,2.465361494,13.39518034,4.069583073,0.80274512,0.030643065,1,1.102955687,2.24937252,5.069583073,0.0220495,5.417068102,1.102955687,0.029893523,5.331669191,
BB,HanesbrandsInc.,HBI,Egan-Jones Ratings Company,12/11/2013,Consumer Services,2.245287097,0.694922734,0.115946714,45.63152659,0.071414896,0.085526779,0.348263171,0.111324123,0.080804431,0.128059027,0.268558283,1.131478653,7.980578841,2.32355888,0.699117712,0.164999583,0.926216131,5.484272825,1.160265975,3.32355888,0.085526779,4.877782355,5.921158834,0.127767134,6.468589015,
BBB,United States Cellular Corporation,USM,Egan-Jones Ratings Company,7/15/2013,Public Utilities,1.392594514,0.854151324,0.339966387,43.52008479,0.035734591,0.065748095,0.745077365,0.03747669,0.021725775,0.047367284,0.041294454,0.607976036,1.371891672,0.900712608,0.473881535,0.439089328,-1.467753191,-5.084853754,4.670457793,1.900712608,0.065748095,4.456003867,3.464379287,0.07423046,2.463120989,
BB,"ACI Worldwide,Inc.",ACIW,Standard  Poor\s Ratings Services,11/26/2013,Technology,1.262621528,0.864103009,0.275054977,85.90874038,0.073841985,0.107707231,0.631743914,0.142263865,0.037974827,0.069716692,0.117470489,0.514271478,15.08235828,2.093377893,0.676728795,0.314419433,0.84753428,2.985468889,2.419111846,3.093377893,0.107707231,7.384392373,3.522534674,0.16003413,7.29568464,
BBB,RPM InternationalInc.,RPM,Fitch Ratings,10/19/2012,Basic Industries,2.383990618,1.397104734,0.415861183,72.03931603,0.057165004,0.086908352,0.408285188,0.086908352,0.060655839,0.117236525,0.182431382,1.061065949,9.018928831,2.007647492,0.667514227,0.287935325,0.757131908,1.742425661,2.465995473,3.007647492,0.086908352,10.65881235,2.301350191,0.078061829,5.709684341,
B,"AMAG Pharmaceuticals,Inc.",AMAG,Standard  Poor\s Ratings Services,10/12/2015,Health Care,2.466946702,2.24465987,0.929993778,74.76515507,0.078366916,0.095257677,0.81230336,0.265900984,0.013177848,0.017775509,0.035160641,0.168155753,14.56139252,1.668162666,0.625210257,0.177316534,1,3.049823647,14.81780051,2.668162666,0.095257677,3.609525772,3.049823647,0.229468102,16.00264982,
B,Tutor Perini Corporation,TPC,Moody\s Investors Service,9/14/2012,Basic Industries,1.605683521,0.3009536,0.136158215,13.94839827,-0.064551106,-0.065145054,0.100969215,-0.053949304,-0.08051183,-0.129885459,-0.23202059,1.247257168,8.475599625,1.881819867,0.652997048,0.009117315,1.609345299,-2300.716242,4515.251738,2.881819867,-0.065145054,-3.553409885,-1429.597641,-0.016505771,5.307225119,
A,AccenturePLC,ACN,Standard  Poor\s Ratings Services,9/22/2016,Miscellaneous,1.348837089,1.011458596,0.552500393,42.71395425,0.118165758,0.161033007,0.295348213,0.13824047,0.1995192,0.477709615,0.544242145,1.688468836,36.3786023,1.727768276,0.633399945,0.223780296,0.891463712,6.527790062,7.856115759,2.727768276,0.161033007,12.89885538,7.322552758,0.131477659,19.14415363,
BB,Hill-Rom Holdings Inc,HRC,Standard  Poor\s Ratings Services,7/21/2015,Health Care,1.971319972,1.320836213,0.333102972,90.81857962,0.02399155,0.032743185,0.442762298,0.0417966,0.010700826,0.016783541,0.041590374,0.446024767,5.25422833,2.886650972,0.742709081,0.281105991,0.432647334,1.615748747,4.712746074,3.886650972,0.032743185,25.12096279,3.734563049,0.107534453,8.12839325,
BBB,Embraer S.A.,ERJ,Moody\s Investors Service,6/15/2012,Capital Goods,1.819299605,1.089557497,0.474844983,62.47526291,0.019271616,0.04127165,0.224973666,0.054896476,0.012612022,0.054822555,0.0371097,0.654435115,3.992622725,1.905662887,0.647654458,0.533054393,-0.148510727,-0.096290839,2.837946257,2.94240681,0.056899618,34.59821093,0.64837632,0.082905939,4.065307971,
BBB,DCP Midstream LP,DCP,Egan-Jones Ratings Company,9/23/2014,Public Utilities,0.981697171,0.873544093,0.041597338,10.62328391,0.116144975,0.121636463,0.232564525,0.124656782,0.073706221,0.086220319,0.141329769,0.634605332,1.088138632,0.917474106,0.478480572,0.013544018,0.354961832,1.744840525,3.930581614,1.917474106,0.121636463,11.14662766,4.915572233,0.143876991,14.26020408,
BB,"Tempur Sealy International,Inc.",TPX,Standard  Poor\s Ratings Services,9/20/2016,Consumer Durables,1.231192661,0.752293578,0.119266055,40.27022705,0.118004477,0.090502079,0.418612088,0.132715062,0.136565507,0.131200742,-24.6,1.157290896,7.409952607,-180.4666667,1.001850481,-0.303886926,0.624242424,1745762.712,1101694.915,-180.1333333,0.090502079,0.37910386,2796610.169,0.05276623,8.296803653,
B,"Comstock Resources,Inc.",CRK,Standard  Poor\s Ratings Services,5/20/2016,Energy,1.632239866,1.574310489,1.399979106,22.03835244,-4.148247776,-4.76010015,1,-4.617877998,-0.875619016,-1.092192741,6.114219482,0.211081657,0.24308276,-7.982739492,1.143210269,0.12853771,-7.781825434,-5.077179971,2.937392926,-6.982739492,-4.76010015,-1.809862105,0.652440743,0.119189294,0,
B,"Post Holdings,Inc.",POST,Standard  Poor\s Ratings Services,5/13/2015,Consumer Non-Durables,2.34468167,1.311983074,0.516253126,62.62722409,-0.14234167,-0.177056115,0.25764174,-0.086143254,-0.04439213,-0.059199578,-0.150315347,0.311870238,2.898305085,2.386080939,0.704673332,0.196064652,0.36919716,1.702770781,6.76070529,3.386080939,-0.177056115,-97.29963391,4.61209068,0.075940442,7.955111111,
BB,"Ascena Retail Group,Inc.",ASNA,Standard  Poor\s Ratings Services,6/26/2015,Consumer Services,1.461623675,0.440101282,0.248298781,6.918131341,0.027846199,0.042479021,0.555254039,0.044002839,0.042704398,0.081664593,0.076768142,1.533580895,4.313524221,0.797663578,0.443722389,0.320884521,-0.274352816,-0.640099626,1.166251557,1.797663578,0.042479021,6.810367266,2.333125778,0.078215672,8.414691943,
B,"Cogent Communications Holdings,Inc.",CCOI,Standard  Poor\s Ratings Services,2/20/2015,Consumer Services,5.657665912,5.345132596,4.79394323,31.78260435,0.002097352,0.011818328,0.579232269,0.141840985,0.001046241,0.006399779,0.009511421,0.498838896,1.053337251,8.091044705,0.890001641,0.822533957,0.178161706,0.28223083,6.241217967,9.091044705,0.011818328,12.66485937,1.584127342,0.192224798,12.03379243,
BBB,Alleghany Corporation,Y,Moody\s Investors Service,1/27/2016,Finance,0.742617316,0.742617316,0.221532723,54.90925153,0.112074701,0.151489415,1,0.151489415,0.02452538,0.036586103,0.074167668,0.218830654,49.35026553,2.024119003,0.669325182,0.257699031,0.91638086,18.82168514,52.99439766,3.024119003,0.151489415,9.234996258,20.5391513,0.065202407,0,
BBB,TechnipFMCPLC,FTI,Standard  Poor\s Ratings Services,4/26/2016,Energy,0.946754629,0.734411577,0.414144854,79.00575319,0.001255241,0.01315388,0.130475335,0.02384958,0.000957708,0.041166899,0.002885748,0.762967298,4.050254379,2.011308527,0.667503109,0.904572565,0.5351992,0.803271365,6.881836675,3.013182259,0.026133422,24.24723594,1.500882969,0.061044814,3.655971911,
B,Eldorado Gold Corporation,EGO,Moody\s Investors Service,3/31/2016,Basic Industries,0.671979069,0.464061372,0.341177237,46.40232638,-2.447071948,-2.721310744,0.301167651,-2.721310744,-0.305562428,-0.403038801,-0.438507965,0.124868592,0.141601543,0,0,0.100774524,1,62.76008741,427.7504724,1.435084699,-2.721310744,0.153135668,62.76008741,0.066895239,1.983869537,
B,Iron Mountain Incorporated,IRM,Moody\s Investors Service,12/18/2014,Consumer Services,1.07118062,2.678308137,0.146991605,70.74356744,0.104602666,0.105512313,0.568708016,0.176180593,0.049635011,0.057573973,0.380822206,0.474510003,1.222276237,6.672451261,0.869663558,-0.29570914,0.161914206,0.392143508,8.656059566,7.672451261,0.105512313,13.41132828,2.421921568,0.151698066,6.623365876,
BB,Hilton Worldwide HoldingsInc.,HLT,Egan-Jones Ratings Company,11/20/2014,Consumer Services,1.107221976,0.897208684,0.250775366,29.33346029,0.064083032,0.109217292,1,0.15930299,0.025760766,0.048055975,0.141624579,0.401990431,1.403447815,4.497685185,0.818105263,0.405405405,0.756222548,1.048730964,1.198984772,5.497685185,0.109217292,26.6855168,1.38680203,0.130070463,0,
B,Axalta Coating Systems Ltd.,AXTA,Moody\s Investors Service,4/9/2015,Basic Industries,1.978345833,1.082602725,0.403612549,53.0523739,0.006239326,0.008379825,0.340270978,0.084139816,0.004382037,0.006935414,0.026227625,0.702325358,2.90040288,4.985258926,0.832922851,0.057065217,0.249801114,0.273877017,1.686000872,5.985258926,0.008379825,13.15851116,1.096380288,0.057246954,5.858847321,
BBB,Bed Bath  BeyondInc.,BBBY,Standard  Poor\s Ratings Services,1/12/2016,Consumer Services,2.10204506,0.507322612,0.45070395,0,0.080587477,0.126572908,0.388831796,0.130819794,0.141659268,0.31223787,0.349036705,1.757832269,7.086047593,1.463917191,0.594142204,0.363311799,0.721180961,4.581675676,5.280034716,2.463917191,0.126572908,8.302698415,6.35301807,0.099808975,6.279486288,
BB,Unisys Corporation,UIS,Egan-Jones Ratings Company,2/14/2014,Technology,1.503512881,1.290886027,0.62431694,72.13409518,0.031390135,0.063474613,0.2454506,0.063503544,0.043227092,0.147724212,-0.154889365,1.377091633,19.78534631,-4.583154889,1.279083665,0.452597995,0.405016009,1.728968769,14.57436388,-3.583154889,0.063474613,3.464399499,4.268889952,0.054216693,10.57194974,
B,Centrus Energy Corp.,LEU,Egan-Jones Ratings Company,9/25/2013,Basic Industries,0.90934418,0.265894021,0.175071043,45.50286807,-0.121529637,-0.14042065,-0.072581262,-0.176443595,-0.093169159,2.058295964,0.346791794,0.76663735,165.5063291,-4.722173723,1.268660217,0.471132898,1,16.57142857,64.12244898,-3.722173723,-0.14042065,-2.282102413,16.57142857,0.06210325,4.116231289,
BB,Minerals TechnologiesInc.,MTX,Standard  Poor\s Ratings Services,6/5/2015,Basic Industries,2.620005667,1.878719184,0.707282516,87.30376812,0.053565217,0.071304348,0.252405797,0.097855072,0.028636068,0.042800473,0.107068366,0.534601915,1.459267405,2.738933951,0.732544085,0.250406504,0.736808237,6.637681159,7.257971014,3.738933951,0.071304348,13.39560588,9.008695652,0.180173913,7.568075117,
B,"Laredo Petroleum,Inc.",LPI,Standard  Poor\s Ratings Services,1/27/2015,Energy,0.859368272,0.825483207,0.06898653,58.35742582,0.334523262,0.541462554,1,0.285162209,0.067532026,0.122553402,0.1698905,0.201875425,0.236692186,1.515702715,0.602496752,0.382185787,0.986969096,3.480129076,1.584592957,2.515702715,0.541462554,6.814874852,3.526077049,0.627643802,0,
BB,Antero Resources Corporation,AR,Standard  Poor\s Ratings Services,3/6/2015,Energy,1.084022665,0.913108332,0.212949472,15.58979494,0.247584752,0.411410658,0.47773238,0.47773238,0.058200829,0.107434738,0.123055886,0.235074366,0.290900397,1.114332195,0.527037425,0.398171352,-3.094261117,-11.78554251,3.581450666,2.114332195,0.411410658,7.425337063,3.808839028,0.366871006,2.673051599,
BBB,Marathon Petroleum Corporation,MPC,Moody\s Investors Service,9/3/2014,Energy,1.321715818,0.747989276,0.174146171,15.14225544,0.025803286,0.039205864,0.143604895,0.041414069,0.082862771,0.175266213,0.234768859,3.21132633,6.015435705,1.833224816,0.647045305,0.333767927,0.524115756,5.719298246,8.277192982,2.833224816,0.039205864,3.410014878,10.9122807,0.031794064,12.57618976,
BB,Griffon Corporation,GFF,Standard  Poor\s Ratings Services,3/7/2014,Capital Goods,2.898677609,1.527184442,0.626316326,49.97441655,0.00201301,0.007659271,0.223149134,0.03412231,0.002105906,0.009527576,0.005791251,1.04614768,5.292319135,1.750004612,0.636364246,0.526268053,0.247913822,0.390277063,3.272764019,2.750004612,0.007659271,8.556754761,1.574244874,0.045787294,8.885410427,
BBB,Packaging Corporation of America,PKG,Moody\s Investors Service,6/15/2012,Consumer Durables,2.156873838,1.265075697,0.415173971,44.57659237,0.060313094,0.092936521,0.206840855,0.104098261,0.065503447,0.119599273,0.170120894,1.086056823,1.774356755,1.597128893,0.614959426,0.351029141,0.188996683,0.657739144,1.574450298,2.597128893,0.092936521,7.921438906,3.480162367,0.131869986,13.42007039,
A,Loews Corporation,L,Moody\s Investors Service,6/15/2012,Finance,1.568004793,1.568004793,0.038645896,0,0.075316769,0.157995328,0.611453246,0.075316769,0.014116086,0.030984078,0.056490576,0.187422886,1.037377001,3.001858243,0.750116086,0.240143369,0.783858764,7.682990137,12.93847181,4.001858243,0.157995328,12.22287588,9.801498035,0.280668224,23.55793991,
BB,Silgan HoldingsInc.,SLGN,Egan-Jones Ratings Company,11/11/2013,Consumer Durables,1.745163287,0.795645669,0.25870447,32.77858298,0.049996522,0.068210806,0.147563528,0.087414973,0.055829094,0.093660606,0.259739186,1.116659571,3.315786321,3.652398357,0.785057099,0.27397504,0.705918079,3.852974134,2.497323124,4.652398357,0.068210806,6.086496233,5.458103776,0.094567426,8.976001726,
BBB,HumanaInc.,HUM,Moody\s Investors Service,12/5/2012,Health Care,1.836862745,1.574901961,0.204862745,6.838036089,0.031232429,0.048842202,1,0.05152584,0.061164222,0.14047339,0.138125918,1.958356274,35.63387978,1.258279643,0.557185044,0.360544218,0.786791472,9.369349285,57.63419286,2.258279643,0.048842202,5.656144894,11.90830051,0.049148904,0,
BBB,Deluxe Corporation,DLX,Egan-Jones Ratings Company,4/28/2015,Consumer Durables,0.682485532,0.490018149,0.131709499,24.780411,0.119345408,0.177518783,0.637844502,0.198695763,0.118333964,0.24336298,0.308563592,0.991525067,19.10550883,1.607565749,0.616500562,0.327702646,0.853353305,4.802135388,2.31408674,2.607565749,0.177518783,8.565072999,5.627370703,0.167491796,6.951453862,
BBB,"Lennox International,Inc.",LII,Moody\s Investors Service,6/15/2012,Capital Goods,1.576540408,0.790713912,0.07854774,45.07809662,0.026728417,0.039532631,0.252330791,0.044708803,0.051767603,0.115289548,0.188755879,1.936800141,10.66021297,2.646216332,0.725743097,0.32388974,0.433070866,0.628571429,0.857142857,3.646216332,0.039532631,11.26753964,1.451428571,0.023065746,8.916967509,
BBB,Nokia Corporation,NOK,Standard  Poor\s Ratings Services,8/2/2011,Technology,1.459241,1.068390277,0.600149048,164.1448522,-0.072833166,-0.068261523,0.348196393,-0.075588677,-0.032122635,-0.058099248,-0.09795334,0.441044055,8.668838219,1.877284595,0.6156332,-0.066972477,0.673990499,0.303074318,3.059047914,3.049355681,-0.068261523,-15.20082644,0.449671499,0.105460922,1.881417209,
BBB,ITTInc.,ITT,Moody\s Investors Service,12/4/2014,Capital Goods,2.110136704,1.375032241,0.75315966,65.5586529,0.069501997,0.098696602,0.326376855,0.100354102,0.050805452,0.091733483,0.151864351,0.730992703,5.980175715,1.989134908,0.665455046,0.272137405,0.51450756,1.375956284,6.441530055,2.989134908,0.098696602,7.611263039,2.67431694,0.092179613,5.775839793,
B,Mercer InternationalInc.,MERC,Moody\s Investors Service,11/12/2014,Basic Industries,3.098335108,1.770915041,0.549405643,43.82315898,0.096292098,0.082017714,0.17847235,0.137687301,0.086626464,0.137643757,0.257824462,0.899621736,1.330591632,1.976278254,0.664009909,-0.174040257,0.760616372,1.711068524,0.98731529,2.976278254,0.139472663,6.090326358,2.249581506,0.123041889,9.443746637,
A,Costco Wholesale Corporation,COST,Moody\s Investors Service,6/15/2012,Consumer Services,1.137427386,0.473775934,0.332697095,0.394084238,0.01644267,0.026800877,0.125693078,0.027430692,0.05463174,0.161987628,0.121813031,3.322558948,7.152107465,1.229711715,0.551511528,0.352916492,0.596622889,4.374952708,12.87034043,2.229711715,0.026800877,10.60167434,7.332860985,0.035966935,11.87943154,
BBB,"Waste Management,Inc.",WM,Standard  Poor\s Ratings Services,11/26/2013,Public Utilities,0.829130723,0.641672196,0.01924353,44.34920975,0.00700851,0.035328613,0.911893013,0.077165129,0.004335708,0.025218235,0.017171894,0.618634695,1.132777058,2.960574733,0.747511392,0.736842105,0.482281059,2.53153731,0.502458841,3.960574733,0.035328613,12.31889842,5.249091298,0.175570335,1.655913978,
CCC,Radian GroupInc.,RDN,Moody\s Investors Service,2/27/2013,Finance,0.110881626,0.110881626,0.021899416,38.70138768,-0.546963441,-0.538154464,1,-0.538154464,-0.07647852,-0.099544539,-0.613136862,0.139823824,110.7038627,7.017112009,0.875266804,-0.016368863,1,-3.851870855,0.545154792,8.017112009,-0.538154464,-4.851639986,-3.851870855,-0.618482011,0,
BBB,"ConAgra Brands,Inc.",CAG,Standard  Poor\s Ratings Services,7/1/2015,Consumer Non-Durables,1.107999517,0.348951725,0.055313878,22.40847882,-0.015954625,-0.031296582,0.208970213,-0.031296582,-0.014399562,-0.034815908,-0.055810871,0.90253218,4.388015853,2.875872735,0.741993593,-0.472250252,0.68127786,2.367284675,0.429711335,3.875872735,-0.031296582,227.4155165,3.47477118,0.093517092,9.220275344,
BB,Colfax Corporation,CFX,Moody\s Investors Service,6/5/2015,Capital Goods,1.633143399,1.038165433,0.237603799,81.22860839,0.084787552,0.077467804,0.319786501,0.088562034,0.054119075,0.060113132,0.124601106,0.638290331,6.337259911,1.302351004,0.565661362,-0.173134253,0.78100519,2.486953727,2.521367377,2.302351004,0.077467804,11.50622243,3.184298593,0.083416586,4.031376916,
BBB,Telefonica Brasil S.A.,VIV,Moody\s Investors Service,9/11/2012,Public Utilities,1.197416714,0.943635759,0.526970127,60.69387437,0.131297705,0.204059735,0.511862856,0.227198383,0.063395071,0.149768312,0.099674605,0.482834573,1.926799508,0.572276881,0.363979709,0.356572203,1,8.945755291,6.347168313,1.572276881,0.250415423,1.77444397,8.945755291,0.296406219,2.637132803,
BB,Enersys,ENS,Standard  Poor\s Ratings Services,8/25/2015,Consumer Non-Durables,2.846101839,1.816194438,0.620532984,75.48565922,0.072315758,0.099516187,0.255800411,0.10512063,0.08376517,0.144153587,0.174403696,1.15832527,7.021112276,1.082055058,0.519705305,0.271975102,0.672830396,2.869032375,5.896573494,2.082055058,0.099516187,10.073495,4.2641242,0.077617269,8.530753887,
